FIPS,State,Area name,Population 2020,Population 2021
47067,TN,Hancock County,"6,662","6,787"
47069,TN,Hardeman County,"25,462","25,426"
47071,TN,Hardin County,"26,831","26,892"
47073,TN,Hawkins County,"56,721","57,288"
47075,TN,Haywood County,"17,864","17,694"
47077,TN,Henderson County,"27,842","27,953"
47079,TN,Henry County,"32,199","32,239"
47081,TN,Hickman County,"24,925","25,307"
47083,TN,Houston County,"8,283","8,317"
47085,TN,Humphreys County,"18,990","19,211"
47087,TN,Jackson County,"11,617","11,750"
47089,TN,Jefferson County,"54,683","55,624"
47091,TN,Johnson County,"17,948","18,170"
47093,TN,Knox County,"478,971","486,677"
47095,TN,Lake County,"7,005","7,128"
47097,TN,Lauderdale County,"25,143","25,108"
47099,TN,Lawrence County,"44,159","44,828"
47101,TN,Lewis County,"12,582","12,857"
47103,TN,Lincoln County,"35,319","35,433"
47105,TN,Loudon County,"54,886","56,690"
47107,TN,McMinn County,"53,276","54,059"
47109,TN,McNairy County,"25,866","25,860"
47111,TN,Macon County,"25,216","25,699"
47113,TN,Madison County,"98,823","98,775"
47115,TN,Marion County,"28,837","28,877"
47117,TN,Marshall County,"34,318","34,984"
47119,TN,Maury County,"100,974","104,760"
47121,TN,Meigs County,"12,758","13,049"
47123,TN,Monroe County,"46,250","46,698"
47125,TN,Montgomery County,"220,069","227,900"
47127,TN,Moore County,"6,461","6,644"
47129,TN,Morgan County,"21,035","21,254"
47131,TN,Obion County,"30,787","30,466"
47133,TN,Overton County,"22,511","22,839"
47135,TN,Perry County,"8,366","8,472"
47137,TN,Pickett County,"5,001","5,079"
47139,TN,Polk County,"17,544","17,776"
47141,TN,Putnam County,"79,854","81,188"
47143,TN,Rhea County,"32,870","33,136"
47145,TN,Roane County,"53,404","53,992"
47147,TN,Robertson County,"72,803","74,098"
47149,TN,Rutherford County,"341,486","352,182"
47151,TN,Scott County,"21,850","21,917"
47153,TN,Sequatchie County,"15,826","16,396"
47155,TN,Sevier County,"98,380","99,517"
47157,TN,Shelby County,"929,744","924,454"
47159,TN,Smith County,"19,904","20,172"
47161,TN,Stewart County,"13,657","13,855"
47163,TN,Sullivan County,"158,163","159,265"
47165,TN,Sumner County,"196,281","200,557"
47167,TN,Tipton County,"60,970","61,004"
47169,TN,Trousdale County,"11,615","12,035"
47171,TN,Unicoi County,"17,928","17,698"
47173,TN,Union County,"19,802","20,040"
47175,TN,Van Buren County,"6,168","6,324"
47177,TN,Warren County,"40,953","41,523"
47179,TN,Washington County,"133,001","134,236"
47181,TN,Wayne County,"16,232","16,409"
47183,TN,Weakley County,"32,902","33,036"
47185,TN,White County,"27,351","27,650"
47187,TN,Williamson County,"247,726","255,735"
47189,TN,Wilson County,"147,737","151,917"
48000,TX,Texas,"29,145,505","29,527,941"
48001,TX,Anderson County,"57,922","58,402"
48003,TX,Andrews County,"18,610","18,440"
48005,TX,Angelina County,"86,395","86,506"
48007,TX,Aransas County,"23,830","24,510"
48009,TX,Archer County,"8,560","8,681"
48011,TX,Armstrong County,"1,848","1,839"
48013,TX,Atascosa County,"48,981","49,939"
48015,TX,Austin County,"30,167","30,380"
48017,TX,Bailey County,"6,904","6,835"
48019,TX,Bandera County,"20,851","21,565"
48021,TX,Bastrop County,"97,216","102,058"
48023,TX,Baylor County,"3,465","3,477"
48025,TX,Bee County,"31,047","30,924"
48027,TX,Bell County,"370,647","379,617"
48029,TX,Bexar County,"2,009,324","2,028,236"
48031,TX,Blanco County,"11,374","11,886"
48033,TX,Borden County,631,617
48035,TX,Bosque County,"18,235","18,503"
48037,TX,Bowie County,"92,893","92,581"
48039,TX,Brazoria County,"372,031","379,689"
48041,TX,Brazos County,"233,849","237,032"
48043,TX,Brewster County,"9,546","9,450"
48045,TX,Briscoe County,"1,435","1,403"
48047,TX,Brooks County,"7,076","6,994"
48049,TX,Brown County,"38,095","38,192"
48051,TX,Burleson County,"17,642","18,051"
48053,TX,Burnet County,"49,130","50,954"
48055,TX,Caldwell County,"45,883","46,791"
48057,TX,Calhoun County,"20,106","19,727"
48059,TX,Callahan County,"13,708","14,115"
48061,TX,Cameron County,"421,017","423,029"
48063,TX,Camp County,"12,464","12,616"
48065,TX,Carson County,"5,807","5,746"
48067,TX,Cass County,"28,454","28,560"
48069,TX,Castro County,"7,371","7,374"
48071,TX,Chambers County,"46,571","48,865"
48073,TX,Cherokee County,"50,412","51,097"
48075,TX,Childress County,"6,664","6,736"
48077,TX,Clay County,"10,218","10,263"
48079,TX,Cochran County,"2,547","2,516"
48081,TX,Coke County,"3,285","3,321"
48083,TX,Coleman County,"7,684","7,735"
48085,TX,Collin County,"1,064,465","1,109,462"
48087,TX,Collingsworth County,"2,652","2,615"
48089,TX,Colorado County,"20,557","20,630"
48091,TX,Comal County,"161,501","174,986"
48093,TX,Comanche County,"13,594","13,775"
48095,TX,Concho County,"3,303","3,341"
48097,TX,Cooke County,"41,668","42,244"
48099,TX,Coryell County,"83,093","84,232"
48101,TX,Cottle County,"1,380","1,381"
48103,TX,Crane County,"4,675","4,680"
48105,TX,Crockett County,"3,098","3,068"
48107,TX,Crosby County,"5,133","5,106"
48109,TX,Culberson County,"2,188","2,193"
48111,TX,Dallam County,"7,115","7,172"
48113,TX,Dallas County,"2,613,539","2,586,050"
48115,TX,Dawson County,"12,456","12,413"
48117,TX,Deaf Smith County,"18,583","18,329"
48119,TX,Delta County,"5,230","5,392"
48121,TX,Denton County,"906,422","941,647"
48123,TX,DeWitt County,"19,824","19,918"
48125,TX,Dickens County,"1,770","1,740"
48127,TX,Dimmit County,"8,615","8,473"
48129,TX,Donley County,"3,258","3,268"
48131,TX,Duval County,"9,831","9,756"
48133,TX,Eastland County,"17,725","17,864"
48135,TX,Ector County,"165,171","161,091"
48137,TX,Edwards County,"1,422","1,438"
48139,TX,Ellis County,"192,455","202,678"
48141,TX,El Paso County,"865,657","867,947"
48143,TX,Erath County,"42,545","43,378"
48145,TX,Falls County,"16,968","17,313"
48147,TX,Fannin County,"35,662","36,569"
48149,TX,Fayette County,"24,435","24,687"
48151,TX,Fisher County,"3,672","3,706"
48153,TX,Floyd County,"5,402","5,350"
48155,TX,Foard County,"1,095","1,080"
48157,TX,Fort Bend County,"822,779","858,527"
48159,TX,Franklin County,"10,359","10,464"
48161,TX,Freestone County,"19,435","19,774"
48163,TX,Frio County,"18,385","18,436"
48165,TX,Gaines County,"21,598","21,895"
48167,TX,Galveston County,"350,682","355,062"
48169,TX,Garza County,"5,816","5,863"
48171,TX,Gillespie County,"26,725","27,297"
48173,TX,Glasscock County,"1,116","1,149"
48175,TX,Goliad County,"7,012","7,163"
48177,TX,Gonzales County,"19,653","19,641"
48179,TX,Gray County,"21,227","21,030"
48181,TX,Grayson County,"135,543","139,336"
48183,TX,Gregg County,"124,239","124,201"
48185,TX,Grimes County,"29,268","30,287"
48187,TX,Guadalupe County,"172,706","177,036"
48189,TX,Hale County,"32,522","32,220"
48191,TX,Hall County,"2,825","2,845"
48193,TX,Hamilton County,"8,222","8,229"
48195,TX,Hansford County,"5,285","5,159"
48197,TX,Hardeman County,"3,549","3,552"
48199,TX,Hardin County,"56,231","56,973"
48201,TX,Harris County,"4,731,145","4,728,030"
48203,TX,Harrison County,"68,839","69,150"
48205,TX,Hartley County,"5,382","5,397"
48207,TX,Haskell County,"5,416","5,411"
48209,TX,Hays County,"241,067","255,397"
48211,TX,Hemphill County,"3,382","3,271"
48213,TX,Henderson County,"82,150","83,667"
48215,TX,Hidalgo County,"870,781","880,356"
48217,TX,Hill County,"35,874","36,471"
48219,TX,Hockley County,"21,537","21,363"
48221,TX,Hood County,"61,598","64,222"
48223,TX,Hopkins County,"36,787","37,211"
48225,TX,Houston County,"22,066","22,241"
48227,TX,Howard County,"34,860","34,128"
48229,TX,Hudspeth County,"3,202","3,287"
48231,TX,Hunt County,"99,956","103,394"
48233,TX,Hutchinson County,"20,617","20,495"
48235,TX,Irion County,"1,513","1,552"
48237,TX,Jack County,"8,472","8,712"
48239,TX,Jackson County,"14,988","15,121"
48241,TX,Jasper County,"32,980","32,975"
48243,TX,Jeff Davis County,"1,996","1,949"
48245,TX,Jefferson County,"256,526","253,704"
48247,TX,Jim Hogg County,"4,838","4,801"
48249,TX,Jim Wells County,"38,891","38,847"
48251,TX,Johnson County,"179,927","187,280"
48253,TX,Jones County,"19,663","19,873"
48255,TX,Karnes County,"14,710","14,754"
48257,TX,Kaufman County,"145,310","157,768"
48259,TX,Kendall County,"44,279","46,788"
48261,TX,Kenedy County,350,340
48263,TX,Kent County,753,749
48265,TX,Kerr County,"52,598","53,161"
48267,TX,Kimble County,"4,286","4,365"
48269,TX,King County,265,258
48271,TX,Kinney County,"3,129","3,130"
48273,TX,Kleberg County,"31,040","30,635"
48275,TX,Knox County,"3,353","3,351"
48277,TX,Lamar County,"50,088","50,098"
48279,TX,Lamb County,"13,045","12,898"
48281,TX,Lampasas County,"21,627","22,252"
48283,TX,La Salle County,"6,664","6,670"
48285,TX,Lavaca County,"20,337","20,544"
48287,TX,Lee County,"17,478","17,706"
48289,TX,Leon County,"15,719","15,959"
48291,TX,Liberty County,"91,628","97,621"
48293,TX,Limestone County,"22,146","22,119"
48295,TX,Lipscomb County,"3,059","2,931"
48297,TX,Live Oak County,"11,335","11,377"
48299,TX,Llano County,"21,243","21,978"
48301,TX,Loving County,64,57
48303,TX,Lubbock County,"310,639","314,451"
48305,TX,Lynn County,"5,596","5,688"
48307,TX,McCulloch County,"7,630","7,533"
48309,TX,McLennan County,"260,579","263,115"
48311,TX,McMullen County,600,608
48313,TX,Madison County,"13,455","13,718"
48315,TX,Marion County,"9,725","9,645"
48317,TX,Martin County,"5,237","5,211"
48319,TX,Mason County,"3,953","3,943"
48321,TX,Matagorda County,"36,255","36,344"
48323,TX,Maverick County,"57,887","58,056"
48325,TX,Medina County,"50,748","51,981"
48327,TX,Menard County,"1,962","1,982"
48329,TX,Midland County,"169,983","167,969"
48331,TX,Milam County,"24,754","25,106"
48333,TX,Mills County,"4,456","4,480"
48335,TX,Mitchell County,"8,990","9,070"
48337,TX,Montague County,"19,965","20,409"
48339,TX,Montgomery County,"620,443","648,886"
48341,TX,Moore County,"21,358","21,118"
48343,TX,Morris County,"11,973","12,030"
48345,TX,Motley County,"1,063","1,067"
48347,TX,Nacogdoches County,"64,653","64,668"
48349,TX,Navarro County,"52,624","53,591"
48351,TX,Newton County,"12,217","12,241"
48353,TX,Nolan County,"14,738","14,597"
48355,TX,Nueces County,"353,178","353,079"
48357,TX,Ochiltree County,"10,015","9,782"
48359,TX,Oldham County,"1,758","1,717"
48361,TX,Orange County,"84,808","84,742"
48363,TX,Palo Pinto County,"28,409","28,686"
48365,TX,Panola County,"22,491","22,675"
48367,TX,Parker County,"148,222","156,764"
48369,TX,Parmer County,"9,869","9,813"
48371,TX,Pecos County,"15,193","15,118"
48373,TX,Polk County,"50,123","51,899"
48375,TX,Potter County,"118,525","116,547"
48377,TX,Presidio County,"6,131","6,140"
48379,TX,Rains County,"12,164","12,509"
48381,TX,Randall County,"140,753","143,854"
48383,TX,Reagan County,"3,385","3,253"
48385,TX,Real County,"2,758","2,826"
48387,TX,Red River County,"11,587","11,555"
48389,TX,Reeves County,"14,748","14,487"
48391,TX,Refugio County,"6,741","6,756"
48393,TX,Roberts County,827,797
48395,TX,Robertson County,"16,757","16,958"
48397,TX,Rockwall County,"107,819","116,381"
48399,TX,Runnels County,"9,900","9,943"
48401,TX,Rusk County,"52,214","52,743"
48403,TX,Sabine County,"9,894","10,039"
48405,TX,San Augustine County,"7,918","7,922"
48407,TX,San Jacinto County,"27,402","27,878"
48409,TX,San Patricio County,"68,755","69,699"
48411,TX,San Saba County,"5,730","5,827"
48413,TX,Schleicher County,"2,451","2,429"
48415,TX,Scurry County,"16,932","16,824"
48417,TX,Shackelford County,"3,105","3,212"
48419,TX,Shelby County,"24,022","23,939"
48421,TX,Sherman County,"2,782","2,798"
48423,TX,Smith County,"233,479","237,186"
48425,TX,Somervell County,"9,205","9,469"
48427,TX,Starr County,"65,920","66,049"
48429,TX,Stephens County,"9,101","9,173"
48431,TX,Sterling County,"1,372","1,381"
48433,TX,Stonewall County,"1,245","1,217"
48435,TX,Sutton County,"3,372","3,319"
48437,TX,Swisher County,"6,971","7,008"
48439,TX,Tarrant County,"2,110,640","2,126,477"
48441,TX,Taylor County,"143,208","143,326"
48443,TX,Terrell County,760,724
48445,TX,Terry County,"11,831","11,754"
48447,TX,Throckmorton County,"1,440","1,495"
48449,TX,Titus County,"31,247","31,183"
48451,TX,Tom Green County,"120,003","119,411"
48453,TX,Travis County,"1,290,188","1,305,154"
48455,TX,Trinity County,"13,602","13,827"
48457,TX,Tyler County,"19,798","20,077"
48459,TX,Upshur County,"40,892","41,774"
48461,TX,Upton County,"3,308","3,265"
48463,TX,Uvalde County,"24,564","24,729"
48465,TX,Val Verde County,"47,586","47,564"
48467,TX,Van Zandt County,"59,541","61,275"
48469,TX,Victoria County,"91,319","90,964"
48471,TX,Walker County,"76,400","77,977"
48473,TX,Waller County,"56,794","59,781"
48475,TX,Ward County,"11,644","11,194"
48477,TX,Washington County,"35,805","35,891"
48479,TX,Webb County,"267,114","267,945"
48481,TX,Wharton County,"41,570","41,721"
48483,TX,Wheeler County,"4,990","4,927"
48485,TX,Wichita County,"129,350","130,069"
48487,TX,Wilbarger County,"12,887","12,731"
48489,TX,Willacy County,"20,164","20,316"
48491,TX,Williamson County,"609,017","643,026"
48493,TX,Wilson County,"49,753","51,257"
48495,TX,Winkler County,"7,791","7,415"
48497,TX,Wise County,"68,632","71,714"
48499,TX,Wood County,"44,843","45,875"
48501,TX,Yoakum County,"7,694","7,607"
48503,TX,Young County,"17,867","17,977"
48505,TX,Zapata County,"13,889","13,908"
48507,TX,Zavala County,"9,670","9,534"
49000,UT,Utah,"3,271,616","3,337,975"
49001,UT,Beaver County,"7,072","7,249"
49003,UT,Box Elder County,"57,666","59,688"
49005,UT,Cache County,"133,154","137,417"
49007,UT,Carbon County,"20,412","20,372"
49009,UT,Daggett County,935,976
49011,UT,Davis County,"362,679","367,285"
49013,UT,Duchesne County,"19,596","19,790"
49015,UT,Emery County,"9,825","9,967"
49017,UT,Garfield County,"5,083","5,129"
49019,UT,Grand County,"9,669","9,663"
49021,UT,Iron County,"57,289","60,519"
49023,UT,Juab County,"11,786","12,155"
49025,UT,Kane County,"7,667","7,992"
49027,UT,Millard County,"12,975","13,164"
49029,UT,Morgan County,"12,295","12,657"
49031,UT,Piute County,"1,438","1,487"
49033,UT,Rich County,"2,510","2,597"
49035,UT,Salt Lake County,"1,185,238","1,186,421"
49037,UT,San Juan County,"14,518","14,489"
49039,UT,Sanpete County,"28,437","29,106"
49041,UT,Sevier County,"21,522","21,906"
49043,UT,Summit County,"42,357","43,093"
49045,UT,Tooele County,"72,698","76,640"
49047,UT,Uintah County,"35,620","36,204"
49049,UT,Utah County,"659,399","684,986"
49051,UT,Wasatch County,"34,788","36,173"
49053,UT,Washington County,"180,279","191,226"
49055,UT,Wayne County,"2,486","2,558"
49057,UT,Weber County,"262,223","267,066"
50000,VT,Vermont,"643,077","645,570"
50001,VT,Addison County,"37,363","37,260"
50003,VT,Bennington County,"37,347","37,312"
50005,VT,Caledonia County,"30,233","30,403"
50007,VT,Chittenden County,"168,323","168,865"
50009,VT,Essex County,"5,920","5,925"
50011,VT,Franklin County,"49,946","50,325"
50013,VT,Grand Isle County,"7,293","7,421"
50015,VT,Lamoille County,"25,945","26,126"
50017,VT,Orange County,"29,277","29,541"
50019,VT,Orleans County,"27,393","27,546"
50021,VT,Rutland County,"60,572","60,591"
50023,VT,Washington County,"59,807","59,969"
50025,VT,Windham County,"45,905","46,090"
50027,VT,Windsor County,"57,753","58,196"
51000,VA,Virginia,"8,631,393","8,642,274"
51001,VA,Accomack County,"33,413","33,246"
51003,VA,Albemarle County,"112,395","113,535"
51005,VA,Alleghany County,"15,223","14,986"
51007,VA,Amelia County,"13,265","13,268"
51009,VA,Amherst County,"31,307","31,273"
51011,VA,Appomattox County,"16,119","16,353"
51013,VA,Arlington County,"238,643","232,965"
51015,VA,Augusta County,"77,487","77,563"
51017,VA,Bath County,"4,209","4,114"
51019,VA,Bedford County,"79,462","80,131"
51021,VA,Bland County,"6,270","6,173"
51023,VA,Botetourt County,"33,596","33,866"
51025,VA,Brunswick County,"15,849","15,940"
51027,VA,Buchanan County,"20,355","19,816"
51029,VA,Buckingham County,"16,824","16,947"
51031,VA,Campbell County,"55,696","55,492"
51033,VA,Caroline County,"30,887","31,332"
51035,VA,Carroll County,"29,155","29,048"
51036,VA,Charles City County,"6,773","6,594"
51037,VA,Charlotte County,"11,529","11,448"
51041,VA,Chesterfield County,"364,548","370,688"
51043,VA,Clarke County,"14,783","14,881"
51045,VA,Craig County,"4,892","4,865"
51047,VA,Culpeper County,"52,552","53,596"
51049,VA,Cumberland County,"9,675","9,681"
51051,VA,Dickenson County,"14,124","13,787"
51053,VA,Dinwiddie County,"27,947","27,912"
51057,VA,Essex County,"10,599","10,573"
51059,VA,Fairfax County,"1,150,309","1,139,720"
51061,VA,Fauquier County,"72,972","73,815"
51063,VA,Floyd County,"15,476","15,566"
51065,VA,Fluvanna County,"27,249","27,723"
51067,VA,Franklin County,"54,477","54,938"
51069,VA,Frederick County,"91,419","93,717"
51071,VA,Giles County,"16,787","16,562"
51073,VA,Gloucester County,"38,711","39,069"
51075,VA,Goochland County,"24,727","25,488"
51077,VA,Grayson County,"15,333","15,359"
51079,VA,Greene County,"20,552","20,968"
51081,VA,Greensville County,"11,391","11,437"
51083,VA,Halifax County,"34,022","33,738"
51085,VA,Hanover County,"109,979","111,603"
51087,VA,Henrico County,"334,389","333,554"
51089,VA,Henry County,"50,948","50,248"
51091,VA,Highland County,"2,232","2,226"
51093,VA,Isle of Wight County,"38,606","39,278"
51095,VA,James City County,"78,254","79,882"
51097,VA,King and Queen County,"6,608","6,662"
51099,VA,King George County,"26,723","27,489"
51101,VA,King William County,"17,810","18,171"
51103,VA,Lancaster County,"10,919","10,928"
51105,VA,Lee County,"22,173","21,983"
51107,VA,Loudoun County,"420,959","427,592"
51109,VA,Louisa County,"37,596","38,848"
51111,VA,Lunenburg County,"11,936","11,926"
51113,VA,Madison County,"13,837","13,942"
51115,VA,Mathews County,"8,533","8,546"
51117,VA,Mecklenburg County,"30,319","30,248"
51119,VA,Middlesex County,"10,625","10,781"
51121,VA,Montgomery County,"99,721","98,473"
51125,VA,Nelson County,"14,775","14,790"
51127,VA,New Kent County,"22,945","23,897"
51131,VA,Northampton County,"12,282","12,085"
51133,VA,Northumberland County,"11,839","12,029"
51135,VA,Nottoway County,"15,642","15,594"
51137,VA,Orange County,"36,254","37,188"
51139,VA,Page County,"23,709","23,807"
51141,VA,Patrick County,"17,608","17,602"
51143,VA,Pittsylvania County,"60,501","59,972"
51145,VA,Powhatan County,"30,333","31,136"
51147,VA,Prince Edward County,"21,849","21,932"
51149,VA,Prince George County,"43,010","42,880"
51153,VA,Prince William County,"482,204","484,472"
51155,VA,Pulaski County,"33,800","33,759"
51157,VA,Rappahannock County,"7,348","7,407"
51159,VA,Richmond County,"8,923","9,017"
51161,VA,Roanoke County,"96,929","96,589"
51163,VA,Rockbridge County,"22,650","22,641"
51165,VA,Rockingham County,"83,757","84,394"
51167,VA,Russell County,"25,781","25,550"
51169,VA,Scott County,"21,576","21,419"
51171,VA,Shenandoah County,"44,186","44,752"
51173,VA,Smyth County,"29,800","29,477"
51175,VA,Southampton County,"17,996","18,006"
51177,VA,Spotsylvania County,"140,032","143,676"
51179,VA,Stafford County,"156,927","160,877"
51181,VA,Surry County,"6,561","6,530"
51183,VA,Sussex County,"10,829","10,763"
51185,VA,Tazewell County,"40,429","39,925"
51187,VA,Warren County,"40,727","40,925"
51191,VA,Washington County,"53,935","53,635"
51193,VA,Westmoreland County,"18,477","18,731"
51195,VA,Wise County,"36,130","35,647"
51197,VA,Wythe County,"28,290","28,178"
51199,VA,York County,"70,045","70,915"
51510,VA,Alexandria city,"159,467","154,706"
51520,VA,Bristol city,"17,219","17,054"
51530,VA,Buena Vista city,"6,641","6,601"
51540,VA,Charlottesville city,"46,553","45,672"
51550,VA,Chesapeake city,"249,422","251,269"
51570,VA,Colonial Heights city,"18,170","18,273"
51580,VA,Covington city,"5,737","5,717"
51590,VA,Danville city,"42,590","42,215"
51595,VA,Emporia city,"5,766","5,667"
51600,VA,Fairfax city,"24,146","24,276"
51610,VA,Falls Church city,"14,658","14,493"
51620,VA,Franklin city,"8,180","8,217"
51630,VA,Fredericksburg city,"27,982","28,367"
51640,VA,Galax city,"6,720","6,660"
51650,VA,Hampton city,"137,148","137,746"
51660,VA,Harrisonburg city,"51,814","51,430"
51670,VA,Hopewell city,"23,033","23,140"
51678,VA,Lexington city,"7,320","7,456"
51680,VA,Lynchburg city,"79,009","79,009"
51683,VA,Manassas city,"42,772","42,708"
51685,VA,Manassas Park city,"17,219","17,002"
51690,VA,Martinsville city,"13,485","13,517"
51700,VA,Newport News city,"186,247","184,587"
51710,VA,Norfolk city,"238,005","235,089"
51720,VA,Norton city,"3,687","3,666"
51730,VA,Petersburg city,"33,458","33,429"
51735,VA,Poquoson city,"12,460","12,574"
51740,VA,Portsmouth city,"97,915","97,840"
51750,VA,Radford city,"16,070","16,499"
51760,VA,Richmond city,"226,610","226,604"
51770,VA,Roanoke city,"100,011","98,865"
51775,VA,Salem city,"25,346","25,373"
51790,VA,Staunton city,"25,750","25,661"
51800,VA,Suffolk city,"94,324","96,194"
51810,VA,Virginia Beach city,"459,470","457,672"
51820,VA,Waynesboro city,"22,196","22,550"
51830,VA,Williamsburg city,"15,425","15,590"
51840,VA,Winchester city,"28,120","28,136"
53000,WA,Washington,"7,705,281","7,738,692"
53001,WA,Adams County,"20,613","20,621"
53003,WA,Asotin County,"22,285","22,397"
53005,WA,Benton County,"206,873","210,025"
53007,WA,Chelan County,"79,074","79,646"
53009,WA,Clallam County,"77,155","78,209"
53011,WA,Clark County,"503,311","511,404"
53013,WA,Columbia County,"3,952","4,042"
53015,WA,Cowlitz County,"110,730","111,524"
53017,WA,Douglas County,"42,938","43,696"
53019,WA,Ferry County,"7,178","7,273"
53021,WA,Franklin County,"96,749","98,268"
53023,WA,Garfield County,"2,286","2,346"
53025,WA,Grant County,"99,123","100,297"
53027,WA,Grays Harbor County,"75,636","76,841"
53029,WA,Island County,"86,857","87,432"
53031,WA,Jefferson County,"32,977","33,605"
53033,WA,King County,"2,269,675","2,252,305"
53035,WA,Kitsap County,"275,611","274,314"
53037,WA,Kittitas County,"44,337","45,499"
53039,WA,Klickitat County,"22,735","23,118"
53041,WA,Lewis County,"82,149","84,398"
53043,WA,Lincoln County,"10,876","11,232"
53045,WA,Mason County,"65,726","67,615"
53047,WA,Okanogan County,"42,104","42,634"
53049,WA,Pacific County,"23,365","23,948"
53051,WA,Pend Oreille County,"13,401","13,886"
53053,WA,Pierce County,"921,130","925,708"
53055,WA,San Juan County,"17,788","18,557"
53057,WA,Skagit County,"129,523","130,696"
53059,WA,Skamania County,"12,036","12,170"
53061,WA,Snohomish County,"827,957","833,540"
53063,WA,Spokane County,"539,339","546,040"
53065,WA,Stevens County,"46,445","47,426"
53067,WA,Thurston County,"294,793","297,977"
53069,WA,Wahkiakum County,"4,422","4,582"
53071,WA,Walla Walla County,"62,584","62,682"
53073,WA,Whatcom County,"226,847","228,831"
53075,WA,Whitman County,"47,973","47,873"
53077,WA,Yakima County,"256,728","256,035"
54000,WV,West Virginia,"1,793,716","1,782,959"
54001,WV,Barbour County,"15,465","15,468"
54003,WV,Berkeley County,"122,076","126,069"
54005,WV,Boone County,"21,809","21,312"
54007,WV,Braxton County,"12,447","12,247"
54009,WV,Brooke County,"22,559","22,140"
54011,WV,Cabell County,"94,350","93,418"
54013,WV,Calhoun County,"6,229","6,176"
54015,WV,Clay County,"8,051","7,892"
54017,WV,Doddridge County,"7,808","7,735"
54019,WV,Fayette County,"40,488","39,927"
54021,WV,Gilmer County,"7,408","7,377"
54023,WV,Grant County,"10,976","10,983"
54025,WV,Greenbrier County,"32,977","32,608"
54027,WV,Hampshire County,"23,093","23,302"
54029,WV,Hancock County,"29,095","28,656"
54031,WV,Hardy County,"14,299","14,160"
54033,WV,Harrison County,"65,921","65,158"
54035,WV,Jackson County,"27,791","27,738"
54037,WV,Jefferson County,"57,701","58,370"
54039,WV,Kanawha County,"180,745","177,952"
54041,WV,Lewis County,"17,033","16,892"
54043,WV,Lincoln County,"20,463","20,126"
54045,WV,Logan County,"32,567","31,909"
54047,WV,McDowell County,"19,111","18,363"
54049,WV,Marion County,"56,205","56,001"
54051,WV,Marshall County,"30,591","30,115"
54053,WV,Mason County,"25,453","25,157"
54055,WV,Mercer County,"59,664","59,097"
54057,WV,Mineral County,"26,938","26,857"
54059,WV,Mingo County,"23,568","23,005"
54061,WV,Monongalia County,"105,822","106,387"
54063,WV,Monroe County,"12,376","12,332"
54065,WV,Morgan County,"17,063","17,221"
54067,WV,Nicholas County,"24,604","24,300"
54069,WV,Ohio County,"42,425","41,776"
54071,WV,Pendleton County,"6,143","6,142"
54073,WV,Pleasants County,"7,653","7,601"
54075,WV,Pocahontas County,"7,869","7,841"
54077,WV,Preston County,"34,216","34,358"
54079,WV,Putnam County,"57,440","57,260"
54081,WV,Raleigh County,"74,591","73,771"
54083,WV,Randolph County,"27,932","27,806"
54085,WV,Ritchie County,"8,444","8,383"
54087,WV,Roane County,"14,028","13,898"
54089,WV,Summers County,"11,959","11,908"
54091,WV,Taylor County,"16,705","16,492"
54093,WV,Tucker County,"6,762","6,672"
54095,WV,Tyler County,"8,313","8,155"
54097,WV,Upshur County,"23,816","23,791"
54099,WV,Wayne County,"38,982","38,498"
54101,WV,Webster County,"8,378","8,249"
54103,WV,Wetzel County,"14,442","14,170"
54105,WV,Wirt County,"5,194","5,063"
54107,WV,Wood County,"84,296","83,624"
54109,WV,Wyoming County,"21,382","21,051"
55000,WI,Wisconsin,"5,893,718","5,895,908"
55001,WI,Adams County,"20,654","20,875"
55003,WI,Ashland County,"16,027","16,107"
55005,WI,Barron County,"46,711","46,719"
55007,WI,Bayfield County,"16,220","16,320"
55009,WI,Brown County,"268,740","269,591"
55011,WI,Buffalo County,"13,317","13,302"
55013,WI,Burnett County,"16,526","16,744"
55015,WI,Calumet County,"52,442","52,539"
55017,WI,Chippewa County,"66,297","66,865"
55019,WI,Clark County,"34,659","34,746"
55021,WI,Columbia County,"58,490","58,488"
55023,WI,Crawford County,"16,113","16,075"
55025,WI,Dane County,"561,504","563,951"
55027,WI,Dodge County,"89,396","89,313"
55029,WI,Door County,"30,066","30,369"
55031,WI,Douglas County,"44,295","44,203"
55033,WI,Dunn County,"45,440","45,547"
55035,WI,Eau Claire County,"105,710","106,452"
55037,WI,Florence County,"4,558","4,593"
55039,WI,Fond du Lac County,"104,154","104,362"
55041,WI,Forest County,"9,179","9,258"
55043,WI,Grant County,"51,938","52,110"
55045,WI,Green County,"37,093","36,988"
55047,WI,Green Lake County,"19,018","19,229"
55049,WI,Iowa County,"23,709","23,756"
55051,WI,Iron County,"6,137","6,178"
55053,WI,Jackson County,"21,145","21,121"
55055,WI,Jefferson County,"84,900","84,943"
55057,WI,Juneau County,"26,718","26,802"
55059,WI,Kenosha County,"169,151","168,732"
55061,WI,Kewaunee County,"20,563","20,543"
55063,WI,La Crosse County,"120,784","120,433"
55065,WI,Lafayette County,"16,611","16,784"
55067,WI,Langlade County,"19,491","19,502"
55069,WI,Lincoln County,"28,415","28,541"
55071,WI,Manitowoc County,"81,359","81,505"
55073,WI,Marathon County,"138,013","137,648"
55075,WI,Marinette County,"41,872","41,875"
55077,WI,Marquette County,"15,592","15,792"
